query,created_at
"base","2025-10-30T03:24:59.658Z"
"base","2025-10-30T03:25:00.367Z"
"base","2025-10-30T03:26:43.507Z"
"base","2025-10-30T03:27:30.352Z"
"base","2025-10-30T03:29:30.108Z"
"base","2025-10-30T03:38:32.002Z"
"base","2025-10-30T03:39:26.230Z"
"programacion","2025-10-30T03:40:10.737Z"
"base","2025-10-30T03:40:16.282Z"
"base","2025-10-30T03:41:29.728Z"
"humana","2025-10-30T03:42:23.696Z"
"[object Object]","2025-10-30T03:42:38.165Z"
"programacion","2025-10-30T03:42:53.501Z"
"medicinaa","2025-10-30T03:43:03.947Z"
"medicina","2025-10-30T03:43:05.710Z"
"base","2025-10-30T03:43:18.499Z"
"programacion","2025-10-30T03:43:33.423Z"
"base","2025-10-30T03:43:45.760Z"
"base","2025-10-30T03:45:28.706Z"
"base","2025-10-30T03:45:44.846Z"
"humana","2025-10-30T03:45:53.038Z"
"calculo","2025-10-30T03:46:01.706Z"
"base","2025-10-30T03:46:14.762Z"
"matematic","2025-10-30T03:46:22.653Z"
"matematica","2025-10-30T03:46:25.381Z"
"medicina","2025-10-30T03:46:29.140Z"
"programacion","2025-10-30T03:46:38.853Z"
"humana","2025-10-30T03:46:44.521Z"
"que chingados es derivdas","2025-10-30T03:47:26.107Z"
"derivadas","2025-10-30T03:47:29.801Z"
"caclulo","2025-10-30T03:47:37.590Z"
"calculo","2025-10-30T03:47:40.832Z"
"programacion","2025-10-30T03:49:13.690Z"
"humana","2025-10-30T03:49:26.924Z"
"Geografía Humana","2025-10-30T03:51:14.621Z"
"base","2025-10-30T03:51:16.729Z"
"humano","2025-10-30T03:51:22.314Z"
"humana","2025-10-30T03:51:24.333Z"
"que son derivadas","2025-10-30T03:51:31.505Z"
"derivadas","2025-10-30T03:51:36.184Z"
"base","2025-10-30T03:53:25.159Z"
"derivada","2025-10-30T03:53:30.272Z"
"derivadas","2025-10-30T03:53:32.816Z"
"que son derivadas","2025-10-30T03:53:44.539Z"
"que es derivada","2025-10-30T03:53:51.578Z"
"derivadas","2025-10-30T03:54:00.452Z"
"derivada","2025-10-30T03:54:03.238Z"
"programacion","2025-10-30T04:05:17.400Z"
"humaana","2025-10-30T04:05:31.233Z"
"humana","2025-10-30T04:05:33.721Z"
"calculo","2025-10-30T04:05:39.980Z"
"promgracion","2025-10-30T04:05:48.433Z"
"promagracion","2025-10-30T04:05:52.382Z"
"programacion","2025-10-30T04:05:56.801Z"
"programacion","2025-10-30T04:08:09.329Z"
"programacion","2025-10-30T04:08:15.170Z"
"base","2025-10-30T04:08:19.258Z"
"derivadas","2025-10-30T04:08:24.319Z"
"derivada","2025-10-30T04:08:27.274Z"
"derivadas","2025-10-30T04:09:12.193Z"
"programacion","2025-10-30T04:10:21.444Z"
"derivadas","2025-10-30T04:10:25.774Z"
"base","2025-10-30T04:12:09.899Z"
"programacion","2025-10-30T04:14:17.922Z"
"programacion","2025-10-30T04:15:55.719Z"
"programacion","2025-10-30T04:17:07.528Z"
"programacion","2025-10-30T04:17:44.074Z"
"humana","2025-10-30T04:17:54.720Z"
"calculo","2025-10-30T04:17:59.420Z"
"programacion","2025-10-30T04:19:17.760Z"
"programacion","2025-10-30T04:20:16.571Z"
"programacion","2025-10-30T04:21:34.888Z"
"base","2025-10-30T04:21:58.775Z"
"programacion","2025-10-30T04:22:07.685Z"
"programacion","2025-10-30T04:22:28.408Z"
"programacion","2025-10-30T04:23:21.642Z"
"programacion","2025-10-30T04:24:17.560Z"
"humana","2025-10-30T04:24:48.366Z"
"Geografía Humana","2025-10-30T04:24:51.797Z"
"Geografía Humana","2025-10-30T04:24:54.141Z"
"Geografía Humana","2025-10-30T04:24:57.751Z"
"programacion","2025-10-30T04:25:05.525Z"
"que chingados es derivdas","2025-10-30T04:25:12.055Z"
"que chingados es derivadas","2025-10-30T04:25:20.146Z"
"que chingados es derivad","2025-10-30T04:25:27.653Z"
"que chingados es derivadas","2025-10-30T04:25:32.164Z"
"medicina","2025-10-30T04:25:40.880Z"
"programacion","2025-10-30T04:26:03.692Z"
"programacion","2025-10-30T04:27:42.278Z"
"programacion","2025-10-30T04:32:10.328Z"
"programacion","2025-10-30T04:33:54.004Z"
"programacion","2025-10-30T04:35:25.822Z"
"programacion","2025-10-30T04:37:17.491Z"
"base","2025-10-30T04:38:05.213Z"
"humana","2025-10-30T04:38:09.689Z"
"programacion","2025-10-30T04:41:36.917Z"
"humana","2025-10-30T04:41:47.889Z"
"base de datos","2025-10-30T04:42:05.946Z"
"medicina","2025-10-30T04:42:11.604Z"
"programacion","2025-10-30T04:42:17.714Z"
"programación","2025-10-30T04:42:21.129Z"
"marketing","2025-10-30T04:42:27.409Z"
"que es marketing","2025-10-30T04:42:50.674Z"
"que chingados es markeing","2025-10-30T04:43:02.143Z"
"que chingados es marketing","2025-10-30T04:43:12.589Z"
"define el concepto de marketing","2025-10-30T04:43:24.324Z"
"define el concepto de marketin","2025-10-30T04:43:27.655Z"
"define el concepto de marketi","2025-10-30T04:43:29.026Z"
"define el concepto de market","2025-10-30T04:43:29.573Z"
"define el concepto de marke","2025-10-30T04:43:30.073Z"
"define el concepto de marketin","2025-10-30T04:43:31.315Z"
"define el concepto de marketing","2025-10-30T04:43:35.468Z"
"que es programacion","2025-10-30T04:44:00.472Z"
"que es programacion I","2025-10-30T04:44:03.426Z"
"software","2025-10-30T04:44:08.204Z"
"calculo","2025-10-30T04:44:12.679Z"
"calculo i","2025-10-30T04:44:18.171Z"
"matematica","2025-10-30T04:44:22.345Z"
"derivada","2025-10-30T04:44:26.199Z"
"derivadas","2025-10-30T04:44:28.380Z"
"derivada","2025-10-30T04:44:30.992Z"
"tesa de interes","2025-10-30T04:44:38.153Z"
"economia","2025-10-30T04:44:42.404Z"
"relogion","2025-10-30T04:44:49.324Z"
"religion","2025-10-30T04:44:52.517Z"
"integraal","2025-10-30T04:45:09.507Z"
"integral","2025-10-30T04:45:13.128Z"
"integrales","2025-10-30T04:45:16.991Z"
"redes","2025-10-30T04:45:23.602Z"
"redes i","2025-10-30T04:45:31.824Z"
"redes","2025-10-30T04:45:36.909Z"
"redes osi","2025-10-30T04:45:40.155Z"
"osi","2025-10-30T04:45:42.340Z"
"poo","2025-10-30T04:45:44.891Z"
"redes","2025-10-30T04:46:03.432Z"
"Redes de Computadoras","2025-10-30T04:46:10.445Z"
"Redes","2025-10-30T04:46:14.616Z"
"redes","2025-10-30T04:47:30.701Z"
"redes","2025-10-30T04:47:49.854Z"
"redes","2025-10-30T04:47:56.534Z"
"Redes de Computadoras","2025-10-30T04:48:00.983Z"
"redes","2025-10-30T04:53:46.559Z"
"quesfers redes","2025-10-30T04:53:51.864Z"
"redes","2025-10-30T04:54:16.860Z"
"redes","2025-10-30T04:54:39.023Z"
"Redes","2025-10-30T04:54:43.196Z"
"programacion","2025-10-30T04:54:52.387Z"
"marketing","2025-10-30T04:54:57.194Z"
"programacion","2025-10-30T04:55:17.721Z"
"humano","2025-10-30T04:55:24.629Z"
"redes","2025-10-30T04:56:15.460Z"
"redes","2025-10-30T04:57:10.013Z"
"redes","2025-10-30T05:05:31.896Z"
"Redes de Computadoras","2025-10-30T05:06:21.794Z"
"redes","2025-10-30T05:07:19.890Z"
"programacion","2025-10-30T05:07:25.883Z"
"tasa de interes","2025-10-30T05:07:31.398Z"
"calculo","2025-10-30T05:07:42.736Z"
"medicina","2025-10-30T05:07:45.709Z"
"medicina","2025-10-30T05:07:48.447Z"
"medicin","2025-10-30T05:08:16.449Z"
"calculo","2025-10-30T05:08:18.870Z"
"redes","2025-10-30T05:08:55.897Z"
"calculo","2025-10-30T05:09:00.360Z"
"redes","2025-10-30T05:09:07.991Z"
"redes","2025-10-30T05:09:25.917Z"
"redes","2025-10-30T05:09:26.411Z"
"redes","2025-10-30T05:09:35.969Z"
"medicina","2025-10-30T05:09:38.934Z"
"poo","2025-10-30T05:09:43.290Z"
"poo","2025-10-30T05:09:46.853Z"
"osi","2025-10-30T05:09:48.866Z"
"poo","2025-10-30T05:09:55.041Z"
"redes","2025-10-30T05:09:57.403Z"
"calculo","2025-10-30T05:10:30.779Z"
"calcul","2025-10-30T05:10:36.541Z"
"calcuasd","2025-10-30T05:10:38.274Z"
"caaalculo","2025-10-30T05:10:43.537Z"
"caalculo","2025-10-30T05:10:46.664Z"
"calculoo","2025-10-30T05:10:49.863Z"
"calculo","2025-10-30T05:10:51.033Z"
"que es calculo","2025-10-30T05:10:56.660Z"
"define el concepto de calculo","2025-10-30T05:11:03.574Z"
"redes","2025-10-30T05:13:04.206Z"
"programaacion","2025-10-30T05:13:07.731Z"
"programacion","2025-10-30T05:13:09.884Z"
"calculoo","2025-10-30T05:13:14.042Z"
"calculooo","2025-10-30T05:13:26.334Z"
"que chingados es derivdas","2025-10-30T05:13:40.763Z"
"que chingados es derivadas","2025-10-30T05:13:43.590Z"
"redes","2025-10-30T05:16:46.003Z"
"programacion","2025-10-30T05:16:49.500Z"
"calculo","2025-10-30T05:16:54.944Z"
"maraketing","2025-10-30T05:16:58.976Z"
"marketing","2025-10-30T05:17:02.408Z"
"programacion","2025-10-30T05:18:08.125Z"
"calculo","2025-10-30T05:18:11.073Z"
"programacion","2025-10-30T05:21:31.361Z"
"programacion","2025-10-30T05:24:26.464Z"
"programacion","2025-10-30T05:24:27.708Z"
"programacion","2025-10-30T05:24:27.905Z"
"programacion","2025-10-30T05:24:34.674Z"
"programacion","2025-10-30T05:26:27.144Z"
"redes","2025-10-30T05:26:35.313Z"
"medicina","2025-10-30T05:26:43.841Z"
"sistemas","2025-10-30T05:27:22.840Z"
"ingenieria","2025-10-30T05:27:47.310Z"
"ingeniería","2025-10-30T05:27:50.590Z"
"pro","2025-10-30T05:27:54.656Z"
"programacion","2025-10-30T05:28:00.232Z"
"calculo","2025-10-30T05:28:06.088Z"
"programacion","2025-10-30T05:31:33.305Z"
"medicina","2025-10-30T05:31:36.378Z"
"redes","2025-10-30T05:31:39.117Z"
"calculo","2025-10-30T05:31:53.725Z"
"marketing","2025-10-30T05:32:01.341Z"
"redes","2025-10-30T05:32:06.576Z"
"interes","2025-10-30T05:32:15.464Z"
"programacion","2025-10-30T05:32:22.675Z"
"sistemas","2025-10-30T05:32:27.564Z"
"ingenieria","2025-10-30T05:32:32.199Z"
"programacion","2025-10-30T05:35:06.262Z"
"programacion","2025-10-30T05:36:00.770Z"
"redes","2025-10-30T05:36:04.867Z"
"programacion","2025-10-30T05:38:24.092Z"
"redes","2025-10-30T05:38:27.283Z"
"programacion","2025-10-30T05:38:36.684Z"
"base","2025-10-30T05:42:15.890Z"
"tasa de interes","2025-10-30T05:42:24.720Z"
"programacion","2025-10-30T05:42:34.880Z"
"ingenieria","2025-10-30T05:42:56.821Z"
"medicina","2025-10-30T05:43:04.364Z"
"que es tasa de interes","2025-10-30T05:43:12.385Z"
"calculooo","2025-10-30T05:43:28.985Z"
"calculooo","2025-10-30T05:43:36.935Z"
"Cálculo I","2025-10-30T05:43:42.732Z"
"Estructuras de Datos Avanzadas","2025-10-30T05:44:03.595Z"
"humana","2025-10-31T02:31:07.810Z"
"calculo I","2025-10-31T02:31:44.968Z"
"marketing","2025-10-31T02:55:40.466Z"
"marketing","2025-10-31T02:56:30.809Z"
"programacion","2025-10-31T02:59:01.008Z"
"programacion","2025-10-31T02:59:20.428Z"
"programacion","2025-10-31T03:01:05.124Z"
"marketing","2025-10-31T03:01:23.775Z"
"marketing","2025-10-31T03:03:01.302Z"
"derivadas","2025-10-31T03:03:07.565Z"
"programacion","2025-10-31T03:05:20.413Z"
"marketing","2025-10-31T03:05:25.808Z"
"marketing","2025-10-31T03:06:13.050Z"
"programacion","2025-10-31T03:06:51.307Z"
"humana","2025-10-31T03:08:39.782Z"
"programacion","2025-10-31T03:08:46.667Z"
"marketong","2025-10-31T03:08:53.069Z"
"marketoig","2025-10-31T03:08:55.674Z"
"marketing","2025-10-31T03:08:58.064Z"
"programacion","2025-10-31T03:09:07.585Z"
"Programación I","2025-10-31T03:12:04.264Z"
"Programación I","2025-10-31T03:12:29.745Z"
"programacion","2025-10-31T03:12:37.683Z"
"Programación I","2025-10-31T03:12:42.859Z"
"marketing","2025-10-31T03:12:58.660Z"
"programacion","2025-10-31T03:14:44.065Z"
"Programación I","2025-10-31T03:14:46.478Z"
"programacion","2025-10-31T03:17:42.679Z"
"programacion","2025-10-31T03:20:12.046Z"
"programacion","2025-10-31T03:25:01.247Z"
"programacion","2025-10-31T03:27:10.888Z"
"humano","2025-10-31T03:27:47.903Z"
"programacion","2025-10-31T03:29:10.786Z"
"programacion","2025-10-31T03:31:35.963Z"
"Programacion","2025-10-31T03:31:51.851Z"
"Programación","2025-10-31T03:31:56.623Z"
"Programación I","2025-10-31T03:31:59.183Z"
"Humno","2025-10-31T03:32:05.704Z"
"Humnao","2025-10-31T03:32:07.063Z"
"Humano","2025-10-31T03:32:09.000Z"
"Marketing","2025-10-31T03:32:21.139Z"
"programacion","2025-10-31T03:34:57.387Z"
"Programacion I","2025-10-31T03:35:11.377Z"
"Tasa de Interes","2025-10-31T03:35:20.170Z"
"Marketing","2025-10-31T03:35:32.406Z"
"programacion","2025-10-31T03:38:08.873Z"
"Programación I","2025-10-31T03:38:17.725Z"
"marketing","2025-10-31T03:38:43.616Z"
"tasa de interes","2025-10-31T03:38:51.497Z"
"programacion","2025-10-31T03:43:39.784Z"
"programacion","2025-10-31T03:45:53.678Z"
"programacion","2025-10-31T03:47:42.862Z"
"base","2025-10-31T03:48:12.529Z"
"marketing","2025-10-31T03:48:22.090Z"
"medicina","2025-10-31T03:48:29.432Z"
"tasa de interes","2025-10-31T03:48:40.500Z"
"programacion","2025-10-31T03:49:15.845Z"
"temas","2025-10-31T03:49:36.041Z"
"matematica","2025-10-31T03:49:41.448Z"
"tasa de interes","2025-10-31T03:49:47.494Z"
"programacion","2025-10-31T03:52:31.247Z"
"tasa de interes","2025-10-31T03:52:40.662Z"
"marketing","2025-10-31T03:52:49.963Z"
"calculo","2025-10-31T03:52:57.936Z"
"programacion","2025-10-31T03:55:28.163Z"
"tasa de interes","2025-10-31T03:55:35.488Z"
"calculo","2025-10-31T03:55:41.990Z"
"markeing","2025-10-31T03:55:46.169Z"
"marketing","2025-10-31T03:55:50.950Z"
"programacion","2025-10-31T03:56:52.308Z"
"calculo","2025-10-31T03:56:56.773Z"
"marketing","2025-10-31T03:57:03.030Z"
"tasa de interes","2025-10-31T03:57:08.478Z"
"programacion","2025-10-31T03:58:15.003Z"
"calculo","2025-10-31T03:58:20.361Z"
"calculo I","2025-10-31T03:58:26.838Z"
"Programación I","2025-10-31T03:58:36.202Z"
"tasa de interes","2025-10-31T03:58:46.970Z"
"programacion","2025-10-31T04:01:04.796Z"
"base de datos","2025-10-31T04:01:15.986Z"
"tasa de interes","2025-10-31T04:01:28.063Z"
"economia","2025-10-31T04:01:35.044Z"
"programacion","2025-10-31T04:03:55.986Z"
"marteking","2025-10-31T04:04:05.583Z"
"marketing","2025-10-31T04:04:09.288Z"
"tasa de interes","2025-10-31T04:04:17.647Z"
"calculo","2025-10-31T04:04:28.877Z"
"programacion","2025-10-31T04:06:50.022Z"
"tasa de interes","2025-10-31T04:07:03.517Z"
"programacion","2025-10-31T04:11:31.175Z"
"tasa de interes","2025-10-31T04:11:43.907Z"
"programacion","2025-10-31T04:13:08.520Z"
"programacion","2025-10-31T04:14:52.576Z"
"programacion","2025-10-31T04:15:26.939Z"
"programacion","2025-10-31T04:15:44.834Z"
"programacion","2025-10-31T04:15:56.164Z"
"programacion","2025-10-31T04:15:56.435Z"
"programacion","2025-10-31T04:16:15.371Z"
"programacion","2025-10-31T04:16:27.564Z"
"programacion","2025-10-31T04:19:19.441Z"
"programacion","2025-10-31T04:20:48.425Z"
"tasa de interes","2025-10-31T04:22:43.846Z"
"programacion","2025-10-31T04:22:57.198Z"
"programacion","2025-10-31T04:24:40.299Z"
"tasa de interes","2025-10-31T04:24:47.571Z"
"programacion","2025-10-31T04:26:01.801Z"
"tasa de interes","2025-10-31T04:26:06.918Z"
"marketing","2025-10-31T04:26:14.110Z"
"marketing","2025-10-31T04:27:32.673Z"
"programacion","2025-10-31T04:27:38.539Z"
"tasa de interes","2025-10-31T04:27:45.300Z"
"programacion","2025-10-31T04:29:14.207Z"
"marketing","2025-10-31T04:29:27.193Z"
"tasa de interes","2025-10-31T04:29:35.940Z"
"economia","2025-10-31T04:29:44.538Z"
"calculo","2025-10-31T04:29:56.972Z"
"programacion","2025-10-31T04:30:05.844Z"
"programacion","2025-10-31T04:32:20.945Z"
"calculo","2025-10-31T04:32:25.446Z"
"marketing","2025-10-31T04:32:30.633Z"
"tasa de interes","2025-10-31T04:32:35.574Z"
"programacion","2025-10-31T04:34:33.317Z"
"calculo","2025-10-31T04:34:38.045Z"
"tasa de interes","2025-10-31T04:34:45.699Z"
"marketing","2025-10-31T04:34:52.461Z"
"programacion","2025-10-31T04:36:35.171Z"
"calculo","2025-10-31T04:36:39.247Z"
"marketing","2025-10-31T04:36:43.069Z"
"economia","2025-10-31T04:36:48.955Z"
"programacion","2025-10-31T04:38:28.228Z"
"calculo","2025-10-31T04:38:50.969Z"
"programacion","2025-10-31T04:40:26.567Z"
"calculo","2025-10-31T04:40:37.096Z"
"programacion","2025-10-31T04:44:30.673Z"
"calculo","2025-10-31T04:44:35.992Z"
"programacion","2025-10-31T04:47:10.144Z"
"calculo","2025-10-31T04:47:16.352Z"
"marketing","2025-10-31T04:47:20.551Z"
"programacion","2025-10-31T05:02:01.990Z"
"programacion","2025-10-31T05:05:35.189Z"
"calculo","2025-10-31T05:05:50.193Z"
"tasa de interes","2025-10-31T05:08:50.839Z"
"programacion","2025-10-31T05:13:48.323Z"
"calculo","2025-10-31T05:14:07.928Z"
"marketing","2025-10-31T05:14:13.302Z"
"tasa de interes","2025-10-31T05:14:18.378Z"
"programacion","2025-10-31T05:15:41.704Z"
"calculo","2025-10-31T05:15:47.802Z"
"marketing","2025-10-31T05:15:51.881Z"
"programacion","2025-10-31T12:11:55.839Z"
"calculo","2025-10-31T12:12:09.223Z"
"tasa de interes","2025-10-31T12:13:52.430Z"
"programacion","2025-10-31T12:15:07.668Z"
"calculo","2025-10-31T12:15:13.010Z"
"marketing","2025-10-31T12:15:19.053Z"
"tasa de interes","2025-10-31T12:15:25.505Z"
"medicina","2025-10-31T12:16:20.164Z"
"sistemas","2025-10-31T12:16:25.202Z"
"ingenieria de sistemas","2025-10-31T12:16:34.024Z"
"sistemas","2025-10-31T12:16:40.314Z"
"programacion","2025-10-31T12:19:32.056Z"
"calculo","2025-10-31T12:19:38.950Z"
"marketing","2025-10-31T12:19:44.717Z"
"tasa de interes","2025-10-31T12:19:51.392Z"
"sistemas","2025-10-31T12:20:01.751Z"
"tasa de interes","2025-10-31T12:21:25.346Z"
"programacion","2025-10-31T12:28:43.281Z"
"tasa de interes","2025-10-31T12:28:48.362Z"
"sistemaas","2025-10-31T12:28:56.330Z"
"sistemas","2025-10-31T12:28:58.609Z"
"economi","2025-10-31T12:29:10.534Z"
"economia","2025-10-31T12:29:12.899Z"
"ingenieria","2025-10-31T12:29:26.547Z"
"derivadas","2025-10-31T12:29:35.468Z"
"integrales","2025-10-31T12:29:41.694Z"
"sistemas","2025-10-31T12:29:58.206Z"
"programar","2025-10-31T12:30:04.033Z"
"calcular","2025-10-31T12:30:15.885Z"
"derivar","2025-10-31T12:30:23.148Z"
"sistemas","2025-10-31T12:32:41.354Z"
"Anatomía Humana","2025-10-31T12:32:44.076Z"
"sistema","2025-10-31T12:33:34.829Z"
"operativo","2025-10-31T12:34:05.449Z"
"Sistemas Operativos","2025-10-31T12:34:08.151Z"
"Sistemas Operativos","2025-10-31T12:34:09.608Z"
"Sistemas Operativos","2025-10-31T12:34:10.355Z"
"calcular","2025-10-31T12:35:28.757Z"
"sistemas","2025-10-31T12:38:34.608Z"
"sistemas operativos","2025-10-31T12:38:43.846Z"
"sistemas","2025-10-31T12:44:02.114Z"
"sistemas operativos","2025-10-31T12:44:07.569Z"
"sistemas","2025-10-31T12:50:21.240Z"
"sistemas operativos","2025-10-31T12:50:38.014Z"
"computacion","2025-10-31T12:50:48.676Z"
"redes","2025-10-31T12:50:51.801Z"
"calculo","2025-10-31T12:50:56.312Z"
"programacion","2025-10-31T12:51:02.931Z"
"programacion","2025-10-31T12:57:40.212Z"
"sistemas operativos","2025-10-31T12:57:49.943Z"
"sistemas operativos","2025-10-31T12:58:24.657Z"
"programacion","2025-10-31T12:58:30.326Z"
"calculo","2025-10-31T12:58:35.746Z"
"progracion","2025-10-31T12:58:50.750Z"
"programacion","2025-10-31T12:58:57.339Z"
"sistemas operativos","2025-10-31T12:59:06.888Z"
"sistemas operativos","2025-10-31T12:59:45.002Z"
"Investigación de Operaciones","2025-10-31T13:00:01.626Z"
"programacion","2025-10-31T13:04:54.967Z"
"tasa de interes","2025-10-31T13:05:00.542Z"
"marketing","2025-10-31T13:05:11.233Z"
"sistemas","2025-10-31T13:05:22.604Z"
"sistemas opertivos","2025-10-31T13:07:00.540Z"
"sistemas operativos","2025-10-31T13:07:04.475Z"
"tasa de interes","2025-10-31T13:13:59.134Z"
"Bases de Datos","2025-10-31T13:14:05.161Z"
"tasa de interes","2025-10-31T13:15:18.353Z"
"introduccion","2025-10-31T13:16:59.135Z"
"introduccion a la programacion","2025-10-31T13:17:08.814Z"
"programacion","2025-10-31T13:26:22.371Z"
"introduccion a la programacion","2025-10-31T13:26:33.267Z"
"tasa de interes","2025-10-31T13:26:51.788Z"
"tasa de interes","2025-10-31T13:28:06.012Z"
"programacion","2025-10-31T13:30:34.710Z"
"tasa de interes","2025-10-31T13:30:45.835Z"
"sistemas","2025-10-31T13:31:04.978Z"
"sistemas operativos","2025-10-31T13:31:12.368Z"
"introduccion a la programacion","2025-10-31T13:31:23.250Z"
"programar","2025-10-31T13:31:39.181Z"
"desarrollo","2025-10-31T13:31:43.663Z"
"programar","2025-10-31T13:31:56.366Z"
"programacion","2025-10-31T13:31:59.866Z"
"desarrollo web","2025-10-31T13:32:12.750Z"
"programacion","2025-10-31T13:33:13.161Z"
"desarrollo web","2025-10-31T13:34:53.518Z"
"desarrollo web","2025-10-31T13:39:31.780Z"
"programacion","2025-10-31T13:39:36.719Z"
"desarrollo web","2025-10-31T13:41:07.954Z"
"progracion","2025-10-31T13:41:20.457Z"
"programacion","2025-10-31T13:41:23.571Z"
"tasa de interes","2025-10-31T13:42:13.766Z"
"programacion","2025-10-31T13:45:00.170Z"
"desarrollo web","2025-10-31T13:45:05.543Z"
"tasa de interes","2025-10-31T13:45:15.078Z"
"economia","2025-10-31T13:45:32.282Z"
"tasa de interes","2025-10-31T13:45:40.269Z"
"tasa de interes","2025-10-31T13:48:05.249Z"
"economia","2025-10-31T13:48:13.792Z"
"sistemas","2025-10-31T13:48:21.097Z"
"calculo","2025-10-31T13:48:27.347Z"
"programacion","2025-10-31T13:48:33.019Z"
"desarrollo web","2025-10-31T13:48:42.021Z"
"sistemas","2025-10-31T13:58:08.787Z"
"tasa de interes","2025-10-31T13:58:18.384Z"
"economia","2025-10-31T13:58:25.016Z"
"progracion","2025-10-31T13:58:32.826Z"
"programacion","2025-10-31T13:58:36.562Z"
"desarrollo web","2025-10-31T13:58:48.682Z"
"base","2025-10-31T14:01:41.646Z"
"base de datos","2025-10-31T14:01:47.447Z"
"introduccion a la programacion","2025-10-31T14:02:04.585Z"
"Desarrollo Web Frontend","2025-10-31T14:06:50.093Z"
"Introduccion a la programacion","2025-10-31T14:07:02.678Z"
"programacion","2025-10-31T14:07:12.774Z"
"base","2025-10-31T14:11:10.382Z"
"ingenieria","2025-10-31T16:52:36.363Z"
"sistemas","2025-10-31T16:52:45.142Z"
"ingenieria","2025-10-31T16:52:58.339Z"
"ingenieria de sistemas","2025-10-31T16:53:00.956Z"
"ingenieria","2025-10-31T16:53:05.587Z"
"programacion","2025-10-31T16:55:18.818Z"
"sistemas","2025-10-31T16:55:30.372Z"
"tasa de interes","2025-10-31T16:55:36.913Z"
"economia","2025-10-31T16:55:40.894Z"
"sistemas","2025-10-31T16:55:46.073Z"
"ingenieria","2025-10-31T16:55:54.987Z"
"ingenieria de sistemas","2025-10-31T16:56:00.146Z"
"ingenieria","2025-10-31T16:56:03.606Z"
"ingenieria","2025-10-31T16:57:56.667Z"
"ingeneiria","2025-10-31T16:58:11.700Z"
"ingenieria","2025-10-31T16:58:14.756Z"
"sistemas","2025-10-31T16:58:19.155Z"
"sistemas operativos","2025-10-31T16:59:04.984Z"
"Anatomía Humana","2025-10-31T16:59:25.656Z"
"sistemas","2025-10-31T17:00:10.933Z"
"sistemas operativos","2025-10-31T17:00:14.995Z"
"programacion","2025-10-31T17:03:23.847Z"
"sistemas","2025-10-31T17:03:27.629Z"
"sistemas operativos","2025-10-31T17:03:32.415Z"
"ingenieria","2025-10-31T17:03:36.747Z"
"ingenierias","2025-10-31T17:03:41.400Z"
"ingenieria","2025-10-31T17:05:03.217Z"
"ingenierias","2025-10-31T17:05:05.210Z"
"sistemas operativos","2025-10-31T17:05:11.288Z"
"programacion","2025-10-31T17:06:27.777Z"
"sistemas","2025-10-31T17:06:30.222Z"
"ingenieria","2025-10-31T17:06:33.682Z"
"ingenierias","2025-10-31T17:06:40.722Z"
"ingeniería","2025-10-31T17:06:43.567Z"
"ingenieria","2025-10-31T17:10:19.776Z"
"ingeniería","2025-10-31T17:10:23.428Z"
"ingenieria","2025-10-31T17:12:54.395Z"
"programacion","2025-10-31T17:13:01.735Z"
"sistemas","2025-10-31T17:13:07.089Z"
"tasa de interes","2025-10-31T17:13:24.383Z"
"sistemas","2025-10-31T17:13:30.359Z"
"sistemas operativos","2025-10-31T17:13:34.347Z"
"medicina","2025-10-31T17:13:44.117Z"
"ingenieria","2025-10-31T17:13:53.689Z"
"ingenieria de","2025-10-31T17:13:57.713Z"
"ingenieria de sistemas","2025-10-31T17:14:02.209Z"
"programacion","2025-10-31T17:16:45.675Z"
"desarrollo web","2025-10-31T17:16:52.316Z"
"sistemas","2025-10-31T17:17:03.350Z"
"ingenieria","2025-10-31T17:17:08.329Z"
"medicina","2025-10-31T17:17:11.690Z"
"programacion","2025-10-31T17:21:31.756Z"
"desarrollo web","2025-10-31T17:21:45.777Z"
"ingenieria","2025-10-31T17:21:52.324Z"
"medicina","2025-10-31T17:22:00.002Z"
"medicina","2025-10-31T17:23:28.728Z"
"ingenieria","2025-10-31T17:23:33.332Z"
"programacion","2025-10-31T17:26:45.308Z"
"ingenieria","2025-10-31T17:26:53.273Z"
"medicina","2025-10-31T17:26:58.485Z"
"desarrollo web","2025-10-31T17:27:53.355Z"
"programacion","2025-10-31T17:33:28.930Z"
"medicina","2025-10-31T17:33:32.949Z"
"ingenieria","2025-10-31T17:33:37.038Z"
"programacion","2025-10-31T17:38:51.669Z"
"ingenieria","2025-10-31T17:38:58.451Z"
"medicinaa","2025-10-31T17:39:02.694Z"
"medicina","2025-10-31T17:39:03.631Z"
"ingenieria","2025-10-31T17:42:14.785Z"
"medicina","2025-10-31T17:42:18.129Z"
"medicina","2025-10-31T17:44:27.137Z"
"ingenieria","2025-10-31T17:44:33.639Z"
"programacion","2025-10-31T17:46:55.455Z"
"desarrollo web","2025-10-31T17:47:01.215Z"
"sistemas","2025-10-31T17:47:06.682Z"
"medicina","2025-10-31T17:47:15.903Z"
"ingenieriaa","2025-10-31T17:47:26.348Z"
"ingenieria","2025-10-31T17:47:31.292Z"
"programacion","2025-10-31T17:50:04.197Z"
"desarrollo web","2025-10-31T17:50:10.852Z"
"medicina","2025-10-31T17:50:18.657Z"
"ingenieria","2025-10-31T17:50:22.458Z"
"medicina","2025-10-31T17:52:09.335Z"
